epoch,readout,fan,pump,slider,valve,ToyCar,ToyConveyor,mean
44,recon_spmean,0.5583,0.5044,0.6963,0.4342,0.5941,0.5512,0.5564
44,neg_cos,0.7272,0.7650,0.8191,0.7751,0.8001,0.5567,0.7405
44,logit_nll,0.7630,0.7919,0.8326,0.7838,0.7773,0.5491,0.7496
44,fusion_negcos,0.7053,0.7211,0.8769,0.7036,0.7906,0.5770,0.7291
44,maha_embed,0.8360,0.8789,0.9287,0.9270,0.8389,0.6518,0.8435
44,fusion_maha,0.6999,0.7394,0.8482,0.7236,0.7601,0.6105,0.7303
45,recon_spmax,0.5299,0.5423,0.6183,0.4402,0.5393,0.4828,0.5255
45,recon_spmean,0.5108,0.5175,0.6824,0.4034,0.5780,0.5460,0.5397
45,neg_cos,0.7868,0.7155,0.8320,0.8131,0.7941,0.5732,0.7525
45,logit_nll,0.7252,0.7709,0.8037,0.6934,0.8041,0.5212,0.7198
45,fusion_negcos,0.6743,0.7316,0.8440,0.6315,0.7818,0.5810,0.7073
45,maha_embed,0.8316,0.9166,0.9449,0.8750,0.8190,0.6369,0.8373
45,fusion_maha,0.6749,0.7595,0.8473,0.7026,0.7469,0.6045,0.7226
